Iteration	Posterior	Likelihood	Prior	ex0	ex1	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_hidden[1]	extinction_hidden[2]	extinction_hidden_sd	extinction_hidden_unormalized[1]	extinction_hidden_unormalized[2]	extinction_observed[1]	extinction_observed[2]	hidden_rate	R[1]	R[2]	sp0	sp1	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_hidden[1]	speciation_hidden[2]	speciation_hidden_sd	speciation_hidden_unormalized[1]	speciation_hidden_unormalized[2]	speciation_observed[1]	speciation_observed[2]	transition_rates[1]	transition_rates[2]
45	-673.8413	-689.5457	15.70442	0.1085854	0.002736801	0.0755089	0.00190314	0.141662	0.00357046	0.695387	1.30461	0.4664208	0.730084	1.36971	0.108585	0.0027368	0.001462234	0.00146223	0.00146223	0.1915825	0.001891515	0.105478	0.00104139	0.277687	0.00274164	0.55056	1.44944	0.7175775	0.616314	1.62255	0.191583	0.00189151	0.00570981	0.0310018
46	-672.5406	-690.3649	17.82435	0.1158004	0.0008405156	0.0854211	0.000620013	0.14618	0.00106102	0.737658	1.26234	0.3982592	0.764432	1.30816	0.1158	0.000840516	0.007611755	0.00761175	0.00761175	0.1915825	0.0008079516	0.127554	0.000537929	0.255611	0.00107797	0.665794	1.33421	0.5152872	0.706412	1.4156	0.191583	0.000807952	0.00570981	0.0270594
47	-673.7055	-688.9326	15.22712	0.1158004	0.007540975	0.0582105	0.0037907	0.17339	0.0112913	0.50268	1.49732	0.8091145	0.579413	1.72588	0.1158	0.00754098	0.02002357	0.0200236	0.0200236	0.1479101	0.0001382017	0.0984776	9.20138e-05	0.197343	0.00018439	0.665794	1.33421	0.5152872	0.706412	1.4156	0.14791	0.000138202	0.00570981	0.0270594
48	-672.6327	-688.1969	15.56419	0.10247	0.08579987	0.0515096	0.0431299	0.15343	0.12847	0.50268	1.49732	0.8091145	0.579413	1.72588	0.10247	0.0857999	0.00436772	0.00436772	0.00436772	0.173	0.0002793883	0.0893857	0.000144354	0.256614	0.000414422	0.51668	1.48332	0.7817867	0.590192	1.69436	0.173	0.000279388	0.0112581	0.00872153
49	-670.1904	-688.4232	18.23283	0.04852863	0.08579987	0.0265365	0.0469172	0.0705208	0.124683	0.546822	1.45318	0.7245372	0.613428	1.63018	0.0485286	0.0857999	0.00436772	0.00436772	0.00436772	0.1396825	0.000161172	0.0721712	8.32744e-05	0.207194	0.00023907	0.51668	1.48332	0.7817867	0.590192	1.69436	0.139683	0.000161172	0.0112581	0.00144487
50	-671.2423	-690.1911	18.94874	0.08062947	0.08579987	0.0440899	0.0469172	0.117169	0.124683	0.546822	1.45318	0.7245372	0.613428	1.63018	0.0806295	0.0857999	0.002795715	0.00279572	0.00279572	0.134886	0.000128613	0.0696929	6.64518e-05	0.200079	0.000190774	0.51668	1.48332	0.7817867	0.590192	1.69436	0.134886	0.000128613	0.00591389	0.00144487
51	-672.1794	-690.903	18.72358	0.1016222	0.08579987	0.0555692	0.0469172	0.147675	0.124683	0.546822	1.45318	0.7245372	0.613428	1.63018	0.101622	0.0857999	0.007211186	0.00721119	0.00721119	0.1333954	0.000128613	0.0689227	6.64518e-05	0.197868	0.000190774	0.51668	1.48332	0.7817867	0.590192	1.69436	0.133395	0.000128613	0.00269795	0.000280325
52	-670.6639	-691.6957	21.03178	0.05008137	0.009009006	0.0273856	0.00492632	0.0727772	0.0130917	0.546822	1.45318	0.7245372	0.613428	1.63018	0.0500814	0.00900901	0.002014188	0.00201419	0.00201419	0.141503	0.0002943251	0.0585138	0.000121708	0.224492	0.000466942	0.413516	1.58648	0.9967375	0.510539	1.95872	0.141503	0.000294325	0.00358858	0.000280325
53	-670.4396	-689.2765	18.83685	0.05008137	0.06871684	0.0273856	0.0375759	0.0727772	0.0998578	0.546822	1.45318	0.7245372	0.613428	1.63018	0.0500814	0.0687168	0.005373107	0.00537311	0.00537311	0.141503	0.0001548714	0.0585138	6.40419e-05	0.224492	0.000245701	0.413516	1.58648	0.9967375	0.510539	1.95872	0.141503	0.000154871	0.00601296	0.000280325
54	-669.8112	-688.4338	18.62261	0.08701002	0.06871684	0.047579	0.0375759	0.126441	0.0998578	0.546822	1.45318	0.7245372	0.613428	1.63018	0.08701	0.0687168	0.006584728	0.00658473	0.00658473	0.1140636	0.0001189948	0.0564026	5.8841e-05	0.171725	0.000179149	0.494484	1.50552	0.8253469	0.573104	1.74488	0.114064	0.000118995	0.00790905	0.000280325
55	-670.8164	-688.7112	17.89477	0.08701002	0.06871684	0.0584085	0.0461286	0.115611	0.0913051	0.671285	1.32871	0.5061405	0.710784	1.4069	0.08701	0.0687168	0.001813927	0.00181393	0.00181393	0.1191383	0.0004822344	0.0728682	0.000294948	0.165408	0.000669521	0.611627	1.38837	0.6076921	0.663729	1.50664	0.119138	0.000482234	0.012058	0.00109819
56	-670.7349	-689.1856	18.45073	0.08701002	0.06871684	0.0584085	0.0461286	0.115611	0.0913051	0.671285	1.32871	0.5061405	0.710784	1.4069	0.08701	0.0687168	0.002921875	0.00292187	0.00292187	0.1754253	0.0001468405	0.101286	8.47818e-05	0.249565	0.000208899	0.577373	1.42263	0.6684837	0.637064	1.5697	0.175425	0.000146841	0.0109008	0.00217234
57	-671.0763	-687.201	16.1247	0.08701002	0.09072581	0.041679	0.043459	0.132341	0.137993	0.479014	1.52099	0.8564872	0.561192	1.78192	0.08701	0.0907258	0.01770481	0.0177048	0.0177048	0.1309921	0.0001072124	0.0756314	6.19016e-05	0.186353	0.000152523	0.577373	1.42263	0.6684837	0.637064	1.5697	0.130992	0.000107212	0.0109008	0.00217234
58	-672.9364	-687.9329	14.99651	0.08701002	0.09072581	0.041679	0.043459	0.132341	0.137993	0.479014	1.52099	0.8564872	0.561192	1.78192	0.08701	0.0907258	0.01062315	0.0106232	0.0106232	0.1485992	0.0007785732	0.0857972	0.000449528	0.211401	0.00110762	0.577373	1.42263	0.6684837	0.637064	1.5697	0.148599	0.000778573	0.0109008	0.0022116
59	-671.1115	-693.2154	22.10391	0.0427568	0.0006264248	0.0204811	0.000300066	0.0650325	0.000952783	0.479014	1.52099	0.8564872	0.561192	1.78192	0.0427568	0.000626425	0.01013044	0.0101304	0.0101304	0.1249858	0.0008449226	0.0754106	0.000509787	0.174561	0.00118006	0.603353	1.39665	0.6221937	0.657268	1.52145	0.124986	0.000844923	0.00359	0.00102868
60	-669.1338	-691.634	22.50018	0.0265767	0.006843237	0.0230773	0.00594217	0.0300761	0.00774431	0.868327	1.13167	0.1963592	0.875953	1.14161	0.0265767	0.00684324	0.01013044	0.0101304	0.0101304	0.09766024	0.0001426518	0.0589236	8.60695e-05	0.136397	0.000199234	0.603353	1.39665	0.6221937	0.657268	1.52145	0.0976602	0.000142652	0.00553146	0.00510268
